analisis_gramatical,traduccion_literal,palabra,transliteracion
,,ετος,
,,ετρεχετε,
,,ετρεχον,
,,ετροποφορησεν,
,,ετρυγησεν,
,,ετρυφησατε,
,,ετυθη,
,,ετυμπανισθησαν,
,,ετυπτεν,
,,ετυπτον,
,,ετυφλωσεν,
,,ετων,
,,ευ,
,,ευα,
,,ευαγγελιζεσθαι,
,,ευαγγελιζεται,
,,ευαγγελιζομαι,
,,ευαγγελιζομεθα,
,,ευαγγελιζομενοι,
,,ευαγγελιζομενος,
,,ευαγγελιζομενου,
,,ευαγγελιζομενω,
,,ευαγγελιζομενων,
,,ευαγγελιζονται,
,,ευαγγελιζωμαι,
,,ευαγγελιον,
,,ευαγγελιου,
,,ευαγγελισαι,
,,ευαγγελισαμενοι,
,,ευαγγελισαμενου,
,,ευαγγελισαμενων,
,,ευαγγελισασθαι,
,,ευαγγελισηται,
,,ευαγγελισθεν,
,,ευαγγελισθεντες,
,,ευαγγελιστας,
,,ευαγγελιστου,
,,ευαγγελισωμαι,
,,ευαγγελιω,
,,ευαν,
,,ευαρεστειται,
,,ευαρεστηκεναι,
,,ευαρεστησαι,
,,ευαρεστοι,
,,ευαρεστον,
,,ευαρεστος,
,,ευαρεστους,
,,ευαρεστως,
,,ευβουλος,
,,ευγε,
,,ευγενεις,
,,ευγενεστεροι,
,,ευγενης,
,,ευδια,
,,ευδοκει,
,,ευδοκησα,
,,ευδοκησαμεν,
,,ευδοκησαν,
,,ευδοκησαντες,
,,ευδοκησας,
,,ευδοκησεν,
,,ευδοκια,
,,ευδοκιαν,
,,ευδοκιας,
,,ευδοκουμεν,
,,ευδοκω,
,,ευεργεσια,
,,ευεργεσιας,
,,ευεργεται,
,,ευεργετων,
,,ευηγγελιζετο,
,,ευηγγελιζοντο,
,,ευηγγελισαμεθα,
,,ευηγγελισαμην,
,,ευηγγελισατο,
,,ευηγγελισεν,
,,ευηγγελισθη,
,,ευηγγελισμενοι,
,,ευθεια,
,,ευθειαν,
,,ευθειας,
,,ευθετον,
,,ευθεως,
,,ευθυδρομησαμεν,
,,ευθυδρομησαντες,
,,ευθυμει,
,,ευθυμειν,
,,ευθυμειτε,
,,ευθυμοι,
,,ευθυμως,
,,ευθυνατε,
,,ευθυνοντος,
,,ευθυς,
,,ευθυτητος,
,,ευκαιρηση,
,,ευκαιριαν,
,,ευκαιρον,
,,ευκαιρου,
,,ευκαιρουν,
,,ευκαιρως,
,,ευκοπωτερον,
,,ευλαβειας,
,,ευλαβεις,
,,ευλαβηθεις,
,,ευλαβης,
,,ευλογειν,
,,ευλογειται,
,,ευλογειτε,
,,ευλογηθησονται,
,,ευλογηκεν,
,,ευλογημενη,
,,ευλογημενοι,
,,ευλογημενος,
,,ευλογης,
,,ευλογησας,
,,ευλογησεν,
,,ευλογησω,
,,ευλογητος,
,,ευλογητου,
,,ευλογια,
,,ευλογιαις,
,,ευλογιαν,
,,ευλογιας,
,,ευλογουμεν,
,,ευλογουντα,
,,ευλογουνται,
,,ευλογουντες,
,,ευλογων,
,,ευμεταδοτους,
,,ευνικη,
,,ευνοιας,
,,ευνουχισαν,
,,ευνουχισθησαν,
,,ευνουχοι,
,,ευνουχος,
,,ευνοων,
,,ευξαιμην,
,,ευοδιαν,
,,ευοδουσθαι,
,,ευοδουται,
,,ευοδωθησομαι,
,,ευοδωται,
,,ευπαρεδρον,
,,ευπειθης,
,,ευπεριστατον,
,,ευποιιας,
,,ευπορειτο,
,,ευπορια,
,,ευπρεπεια,
,,ευπροσδεκτος,
,,ευπροσδεκτους,
,,ευπροσωπησαι,
,,ευρακυλων,
,,ευραμεν,
,,ευραμενος,
,,ευρεθεις,
,,ευρεθη,
,,ευρεθημεν,
,,ευρεθην,
,,ευρεθηναι,
,,ευρεθησαν,
,,ευρεθησεται,
,,ευρεθησομεθα,
,,ευρεθητε,
,,ευρεθω,
,,ευρεθωσιν,
,,ευρειν,
,,ευρεν,
,,ευρες,
,,ευρη,
,,ευρηκα,
,,ευρηκαμεν,
,,ευρησει,
,,ευρησεις,
,,ευρησετε,
,,ευρησομεν,
,,ευρησουσιν,
,,ευρητε,
,,ευρισκει,
,,ευρισκομεθα,
,,ευρισκομεν,
,,ευρισκον,
,,ευρισκοντες,
,,ευρισκω,
,,ευροιεν,
,,ευρομεν,
,,ευρον,
,,ευροντες,
,,ευρουσα,
,,ευρουσαι,
,,ευρυχωρος,
,,ευρω,
,,ευρωμεν,
,,ευρων,
,,ευρωσιν,
,,ευσεβεια,
,,ευσεβειαις,
,,ευσεβειαν,
,,ευσεβειας,
,,ευσεβειν,
,,ευσεβεις,
,,ευσεβειτε,
,,ευσεβη,
,,ευσεβης,
,,ευσεβως,
,,ευσημον,
,,ευσπλαγχνοι,
,,ευσχημον,
,,ευσχημονα,
,,ευσχημονας,
,,ευσχημονων,
,,ευσχημονως,
,,ευσχημοσυνην,
,,ευσχημων,
,,ευτονως,
,,ευτραπελια,
,,ευτυχος,
,,ευφημα,
,,ευφημιας,
,,ευφορησεν,
,,ευφραινεσθαι,
,,ευφραινεσθε,
,,ευφραινομενος,
,,ευφραινονται,
,,ευφραινοντο,
,,ευφραινου,
,,ευφραινων,
,,ευφρανθηναι,
,,ευφρανθητε,
,,ευφρανθητι,
,,ευφρανθω,
,,ευφρανθωμεν,
,,ευφρατη,
,,ευφρατην,
,,ευφροσυνης,
,,ευχαριστει,
,,ευχαριστειν,
,,ευχαριστεις,
,,ευχαριστειτε,
,,ευχαριστηθη,
,,ευχαριστησαντος,
,,ευχαριστησας,
,,ευχαριστησεν,
,,ευχαριστια,
,,ευχαριστιαν,
,,ευχαριστιας,
,,ευχαριστιων,
,,ευχαριστοι,
,,ευχαριστουμεν,
,,ευχαριστουντες,
,,ευχαριστω,
,,ευχαριστων,
,,ευχη,
,,ευχην,
,,ευχομαι,
,,ευχομεθα,
,,ευχρηστον,
,,ευχρηστος,
,,ευψυχω,
,,ευωδια,
,,ευωδιας,
,,ευωνυμον,
,,ευωνυμων,
,,εφ,
,,εφαγεν,
,,εφαγετε,
,,εφαγομεν,
,,εφαγον,
,,εφαλομενος,
,,εφανερωθη,
,,εφανερωθησαν,
,,εφανερωσα,
,,εφανερωσεν,
,,εφανη,
,,εφανησαν,
,,εφαπαξ,
,,εφασκεν,
,,εφεισατο,
,,εφερεν,
,,εφερομεθα,
,,εφερον,
,,εφεροντο,
,,εφεσιοι,
,,εφεσιον,
,,εφεσιων,
,,εφεσον,
,,εφεσου,
,,εφεστηκεν,
,,εφεστως,
,,εφεστωτα,
,,εφεσω,
,,εφευρετας,
,,εφη,
,,εφημεριας,
,,εφημερου,
,,εφθασαμεν,
,,εφθασεν,
,,εφθειραμεν,
,,εφθειρεν,
,,εφικεσθαι,
,,εφικνουμενοι,
,,εφιλει,
,,εφιμωθη,
,,εφιμωσεν,
,,εφοβειτο,
,,εφοβηθη,
,,εφοβηθησαν,
,,εφοβουμην,
,,εφοβουντο,
,,εφονευσατε,
,,εφορεσαμεν,
,,εφραιμ,
,,εφραξαν,
,,εφρονειτε,
,,εφρονουν,
,,εφρουρει,
,,εφρουρουμεθα,
,,εφρυαξαν,
,,εφυγεν,
,,εφυγον,
,,εφυλαξα,
,,εφυλαξαμην,
,,εφυλαξατε,
,,εφυλαξεν,
,,εφυσιωθησαν,
,,εφυτευον,
,,εφυτευσα,
,,εφυτευσεν,
,,εφφαθα,
,,εφωνει,
,,εφωνησαν,
,,εφωνησεν,
,,εφωτισεν,
,,εφωτισθη,
,,εχαιρεν,
,,εχαιρον,
,,εχαλασθην,
,,εχαρη,
,,εχαρημεν,
,,εχαρην,
,,εχαρησαν,
,,εχαρητε,
,,εχαρισατο,
,,εχαρισθη,
,,εχαριτωσεν,
,,εχε,
,,εχει,
,,εχειν,
,,εχεις,
,,εχετε,
,,εχετω,
,,εχη,
,,εχητε,
,,εχθες,
,,εχθρα,
,,εχθραι,
,,εχθραν,
,,εχθρε,
,,εχθροι,
,,εχθρον,
,,εχθρος,
,,εχθρου,
,,εχθρους,
,,εχθρων,
,,εχιδνα,
,,εχιδνων,
,,εχλευαζον,
,,εχοι,
,,εχοιεν,
,,εχομεν,
,,εχομενα,
,,εχομενας,
,,εχομενη,
,,εχον,
,,εχοντα,
,,εχοντας,
,,εχοντες,
,,εχοντι,
,,εχοντος,
,,εχοντων,
,,εχορτασθησαν,
,,εχορτασθητε,
,,εχουσα,
,,εχουσαι,
,,εχουσαις,
,,εχουσαν,
,,εχουση,
,,εχουσης,
,,εχουσιν,
,,εχρηματισθη,
,,εχρησαμεθα,
,,εχρησαμην,
,,εχρισας,
,,εχρισεν,
,,εχρωντο,
,,εχω,
,,εχωμεν,
,,εχων,
,,εχωρισθη,
,,εχωσιν,
,,εψευδομαρτυρουν,
,,εψευσω,
,,εψηλαφησαν,
,,εωρακα,
,,εωρακαμεν,
,,εωρακαν,
,,εωρακας,
,,εωρακασιν,
,,εωρακατε,
,,εωρακει,
,,εωρακεν,
,,εωρακεναι,
,,εωρακοτες,
,,εωρακως,
,,εως,
,,ζαβουλων,
,,ζακχαιε,
,,ζακχαιος,
,,ζαρα,
,,ζαχαρια,
,,ζαχαριαν,
,,ζαχαριας,
,,ζαχαριου,
,,ζεβεδαιον,
,,ζεβεδαιου,
,,ζεοντες,
,,ζεστος,
,,ζευγη,
,,ζευγος,
,,ζευκτηριας,
,,ζεων,
,,ζη,
,,ζηλευε,
,,ζηλοι,
,,ζηλον,
,,ζηλος,
,,ζηλου,
,,ζηλουσθαι,
,,ζηλουσιν,
,,ζηλουτε,
,,ζηλω,
,,ζηλωσαντες,
,,ζηλωται,
,,ζηλωτην,
,,ζηλωτης,
,,ζημιαν,
,,ζημιας,
,,ζημιωθεις,
,,ζημιωθη,
,,ζημιωθηναι,
,,ζημιωθησεται,
,,ζημιωθητε,
,,ζην,
,,ζηναν,
,,ζης,
,,ζησασα,
,,ζησει,
,,ζησεσθε,
,,ζησεται,
,,ζησετε,
,,ζηση,
,,ζησομεν,
,,ζησουσιν,
,,ζησω,
,,ζησωμεν,
,,ζητε,
,,ζητει,
,,ζητειν,
,,ζητεις,
,,ζητειται,
,,ζητειτε,
,,ζητειτω,
,,ζητηθησεται,
,,ζητηματα,
,,ζητηματος,
,,ζητηματων,
,,ζητησαι,
,,ζητησατω,
,,ζητησεις,
,,ζητησετε,
,,ζητησεως,
,,ζητηση,
,,ζητησιν,
,,ζητησις,
,,ζητησον,
,,ζητησουσιν,
,,ζητουμεν,
,,ζητουν,
,,ζητουντες,
,,ζητουντι,
,,ζητουντων,
,,ζητουσιν,
,,ζητω,
,,ζητων,
,,ζιζανια,
,,ζιζανιων,
,,ζοροβαβελ,
,,ζοφον,
,,ζοφος,
,,ζοφου,
,,ζοφω,
,,ζυγον,
,,ζυγος,
,,ζυγω,
,,ζυμη,
,,ζυμην,
,,ζυμης,
,,ζυμοι,
,,ζω,
,,ζωα,
,,ζωγρων,
,,ζωη,
,,ζωην,
,,ζωης,
,,ζωμεν,
,,ζων,
,,ζωνας,
,,ζωνη,
,,ζωνην,
,,ζωντα,
,,ζωντας,
,,ζωντες,
,,ζωντι,
,,ζωντος,
,,ζωντων,
,,ζωογονεισθαι,
,,ζωογονησει,
,,ζωογονουντος,
,,ζωον,
,,ζωοποιει,
,,ζωοποιειται,
,,ζωοποιηθεις,
,,ζωοποιηθησονται,
,,ζωοποιησαι,
,,ζωοποιησει,
,,ζωοποιουν,
,,ζωοποιουντος,
,,ζωου,
,,ζωσα,
,,ζωσαι,
,,ζωσαν,
,,ζωσει,
,,ζωσιν,
,,ζωων,
,,η,
,,ηγαγεν,
,,ηγαγετε,
,,ηγαγον,
,,ηγαλλιασατο,
,,ηγαλλιασεν,
,,ηγανακτησαν,
,,ηγανακτησεν,
,,ηγαπα,
,,ηγαπατε,
,,ηγαπηκαμεν,
,,ηγαπηκοσιν,
,,ηγαπημενην,
,,ηγαπημενοι,
,,ηγαπημενοις,
,,ηγαπημενω,
,,ηγαπησα,
,,ηγαπησαν,
,,ηγαπησας,
,,ηγαπησεν,
,,ηγγαρευσαν,
,,ηγγιζεν,
,,ηγγικεν,
,,ηγγισαν,
,,ηγγισεν,
,,ηγειραν,
,,ηγειρεν,
,,ηγεισθαι,
,,ηγεισθε,
,,ηγεισθωσαν,
,,ηγεμονα,
,,ηγεμονας,
,,ηγεμονευοντος,
,,ηγεμονι,
,,ηγεμονιας,
,,ηγεμονος,
,,ηγεμονων,
,,ηγεμοσιν,
,,ηγεμων,
,,ηγεν,
,,ηγερθη,
,,ηγερθησαν,
,,ηγεσθε,
,,ηγετο,
,,ηγημαι,
,,ηγησαμενος,
,,ηγησαμην,
,,ηγησασθε,
,,ηγησατο,
,,ηγιασεν,
,,ηγιασθη,
,,ηγιασθητε,
,,ηγιασμενη,
,,ηγιασμενοι,
,,ηγιασμενοις,
,,ηγιασμενον,
,,ηγιασται,
,,ηγνικοτες,
,,ηγνισμενον,
,,ηγνοουν,
,,ηγοντο,
,,ηγοραζον,
,,ηγορασα,
,,ηγορασαν,
,,ηγορασας,
,,ηγορασεν,
,,ηγορασθησαν,
,,ηγορασθητε,
,,ηγορασμενοι,
,,ηγουμαι,
,,ηγουμενοι,
,,ηγουμενοις,
,,ηγουμενον,
,,ηγουμενος,
,,ηγουμενους,
,,ηγουμενων,
,,ηγουνται,
,,ηγωνιζοντο,
,,ηγωνισμαι,
,,ηδει,
,,ηδειν,
,,ηδεις,
,,ηδεισαν,
,,ηδειτε,
,,ηδεως,
,,ηδη,
,,ηδικηκα,
,,ηδικησαμεν,
,,ηδικησατε,
,,ηδικησεν,
,,ηδιστα,
,,ηδοναις,
,,ηδονην,
,,ηδονων,
,,ηδυναντο,
,,ηδυνασθη,
,,ηδυνατο,
,,ηδυνηθημεν,
,,ηδυνηθην,
,,ηδυνηθησαν,
,,ηδυνηθητε,
,,ηδυοσμον,
,,ηθελεν,
,,ηθελες,
,,ηθελησα,
,,ηθελησαμεν,
,,ηθελησαν,
,,ηθελησας,
,,ηθελησατε,
,,ηθελησεν,
,,ηθελον,
,,ηθετησαν,
,,ηθη,
,,ηθροισμενους,
,,ηκαιρεισθε,
,,ηκει,
,,ηκμασαν,
,,ηκολουθει,
,,ηκολουθηκαμεν,
,,ηκολουθησαμεν,
,,ηκολουθησαν,
,,ηκολουθησεν,
,,ηκολουθουν,
,,ηκουεν,
,,ηκουον,
,,ηκουσα,
,,ηκουσαμεν,
,,ηκουσαν,
,,ηκουσας,
,,ηκουσατε,
,,ηκουσεν,
,,ηκουσθη,
,,ηκριβωσεν,
,,ηκυρωσατε,
,,ηκω,
,,ηλατο,
,,ηλαττονησεν,
,,ηλαττωμενον,
,,ηλαττωσας,
,,ηλαυνετο,
,,ηλεηθημεν,
,,ηλεηθην,
,,ηλεηθητε,
,,ηλεημενοι,
,,ηλεημενος,
,,ηλεησα,
,,ηλεησεν,
,,ηλειφεν,
,,ηλειφον,
,,ηλειψας,
,,ηλειψεν,
,,ηλευθερωσεν,
,,ηλθαμεν,
,,ηλθαν,
,,ηλθατε,
,,ηλθεν,
,,ηλθες,
,,ηλθομεν,
,,ηλθον,
,,ηλι,
,,ηλια,
,,ηλιαν,
,,ηλιας,
,,ηλικην,
,,ηλικια,
,,ηλικιαν,
,,ηλικιας,
,,ηλικον,
,,ηλιον,
